contentid,contenttypeid,title,addr1,addr2,sigungucode,mapx,mapy,tel,firstimage,cpyrhtDivCd,lclsSystm1,lclsSystm2,lclsSystm3,overview,homepage,business_hours,closed_days,fee,event_period
753981,12,몽마르뜨공원,서울특별시 서초구 반포대로 201 (반포동),,15,127.0045483736,37.4976821568,,http://tong.visitkorea.or.kr/cms/resource/12/3456312_image2_1.jpg,Type1,VE,VE03,VE030100,"몽마르뜨공원은 서래마을 위쪽에 위치한 공원이다. 공원 인근에는 서래마을이 위치하고 있는데, 이곳에는 프랑스인들이 많이 거주하고 있어  공원의 이름을 몽마르뜨공원으로 명명하게 되었다. 
몽마르뜨공원은 명칭만큼이나 예술과 낭만이 가득한 공원이다. 비록 규모는 크지 않지만, 공원에는 프랑스 시인들이 남긴 시와 조형 예술작품들이 가득하다. 빈센트 반고흐, 폴 고갱, 파블로 피카소 등 프랑스에서 활동한 대표적인 예술가들의 흉상 조형물도 볼 수 있다. 또한, 대중가수로 유명한 이미자의 기념공간인 이미자 뜰이 조성되어 있고, 놀이터 시설도 조성되어 있어 아이와 함께 피크닉을 즐기기에도 좋다. 
몽마르뜨공원 끝에는 서리풀 근린공원을 잇는 누에다리가 있다. 누에다리를 건너서 계절에 따라 다양한 꽃들을 감상할 수 있는 서리풀근린공원까지 산책을 즐길 수 있다.",,상시 개방,연중무휴,,
127525,12,몽촌토성,서울특별시 송파구 올림픽로 424,,18,127.1229758237,37.5209871362,,,,HS,HS01,HS010200,"올림픽공원 안에 있는 몽촌토성은 한강 지류를 끼고 있는 이곳의 자연 지형을 이용하여 진흙을 다져 쌓아 성벽을 만든 백제의 토성이다. 특히 북벽의 단을 이룬 곳에서 목책을 세웠던 흔적이 발견되어 나무 울타리로 방비했음을 알 수가 있다. 토성은 남한산성에서 뻗어 내린 구릉지를 이용하여 외성과 내성으로 중첩된 구조로 지어졌으며, 백제가 고대 국가의 터전을 마련한 한성시대, 즉 3~4세기 때 만들어진 거성의 하나로 하남 위례성으로 추정되며 사적으로 지정되어 있다. 올림픽공원 북 2문에서 몽촌토성 방면으로 가다 보면 몽촌역사관이 있다. 몽촌토성 발굴 과정에서 출토된 유물들을 전시하는 역사관으로 몽촌토성의 역사와 백제 문화의 흔적을 관람할 수 있는 전시관이다.","<a href=""http://korean.visitseoul.net/nature/%EB%AA%BD%EC%B4%8C%ED%86%A0%EC%84%B1_/2210"" target=""_blank"" title=""비짓서울 사이트로 이동"">http://korean.visitseoul.net/nature</a>","[몽촌토성]<br>
- 도보, 자전거 05:00~22:00<br>
- 차량 06:00~22:00<br>
[몽촌역사관]<br>
- 09:00~18:00",연중무휴,,
1603543,12,무궁화동산,서울특별시 종로구 궁정동 55-5,,23,126.9721572068,37.5843076223,,http://tong.visitkorea.or.kr/cms/resource/24/3399924_image2_1.JPG,Type3,VE,VE03,VE030100,"무궁화동산은 옛 중앙정보부의 궁정동 안전가옥 터에 마련된 시민휴식공원이다. 본래 이곳은 청와대 구내로 출입이 금지되었던 곳이나 1993년 청와대 앞길이 개방된 뒤 시민공원으로 조성되었다. 태극무늬로 무궁화를 심었으며, 중앙에 궁정동을 상징하는 ‘우물 정’ 자의 분수대가 놓여 있다. 주변에 자연석으로 성곽을 만들고 240m의 산책로 주위에는 화단을 만들어 놓았다. 화단에는 전국 각지의 야생화 7,700그루를 심었으며, 무궁화와 소나무·느티나무 등 수목 13종 1,500여 그루를 심어 놓았다. 군데군데 벤치가 있어 인근 주민들의 휴식처로도 이용된다.",,상시 개방,연중무휴,,
2759649,12,무수골계곡,서울특별시 도봉구 도봉동,468-1,10,127.0338156248,37.6766535473,,http://tong.visitkorea.or.kr/cms/resource/58/3571758_image2_1.jpg,Type1,NA,NA01,NA010400,"경기도 의정부와 맞닿은 서울의 최북단 도봉산은 자운봉 740m와 오봉산 683m의 높은 봉우리 아래로 용어천계곡, 문사동계곡, 원도봉계곡 등이 있다. 산 정상에서 마을로 내려가는 마지막 자락에 길게 뻗은 계곡이 있는데, 그곳이 도봉계곡 또는 무수골계곡이라고도 불린다. 
무수골계곡은 많은 바위와 물줄기를 만날 수 있는 곳이다. 여름철 더위를 피해 산과 물을 찾는 사람들에게 사랑받는 인기가 많은 계곡이다. 다만, 북한산국립공원 내에 위치해 있기 때문에 출입은 한시적으로만 허용이 된다. 또한 야영, 취사, 흡연, 반려동물 출입, 소음 유발 도구 소지, 파라솔과 해먹, 접이식 의자 이용 행위 등은 금지·제한되어 있다.","<a href=""https://www.knps.or.kr/front/portal/visit/visitCourseMain.do?parkId=121500&menuNo=7020092"" target=""_blank"" title=""새창 : 북한산국립공원 홈페이지로 이동"">https://www.knps.or.kr</a>","상시 개방<br>
※ 단, 계곡 출입은 한시적으로 허용하고 있으므로 자세한 사항은 홈페이지 확인 또는 전화 문의",연중무휴,,
2762874,12,묵정어린이공원,서울특별시 중구 동호로31길 21,(충무로5가),24,127.0016134507,37.5633050369,,http://tong.visitkorea.or.kr/cms/resource/86/3463686_image2_1.jpg,Type3,VE,VE03,VE030300,"서울 중구 충무로 위치한 묵정어린이공원은 1992년 개장해 2007년 개보수를 거쳐 인근 도시민들에게 휴식처를 제공하고 있다. 이 공원은 넓은 녹지 공간과 함께 다양한 놀이시설이 갖춰져 있어 아이들이 마음껏 뛰어놀 수 있는 환경을 제공한다. 또한 운동 시설, 벤치, 조각품 등이 설치되어 있으며, 소나무 등 여러 종류의 나무와 꽃들이 잘 심어져 있는 경관이 아름다운 공원이다.",,상시 개방,연중무휴,,
2650230,12,문래예술공장,서울특별시 영등포구 경인로88길 5-4,,20,126.9001602190,37.5132812541,,http://tong.visitkorea.or.kr/cms/resource/16/3466116_image2_1.jpg,Type3,VE,VE12,VE120300,"서울특별시 창작공간 문래예술공장은 자생적 예술 마을인 문래창작촌을 포함하여 국내외 다양한 예술가들을 위한 창작지원센터로 2010년 1월 28일에 개관했다. 문래동 철공소 거리의 옛 철재 상가 자리에 전문 창작공간으로 새롭게 건립되었으며, 공동작업실, 다목적 발표장을 비롯해 녹음실, 세미나실 등 창작 및 발표 활동을 위한 다양한 지원시설을 갖추고 있다. 장르의 경계를 넘어 자유로운 동시대 실험 예술을 지원하는 예술창작 플랫폼이다.","<a href=""https://www.sfac.or.kr/artspace/artspace/mullae_main.do"" target=""_blank"" title=""새창 : 문래예술공장 홈페이지로 이동"">http://www.sfac.or.kr/</a>",※ 시설 별 상이하므로 전화문의 요망,※ 시설 별 상이하므로 전화문의 요망,,
250364,12,문화역 서울 284,서울특별시 중구 통일로 1 (봉래동2가),,24,126.9716247231,37.5560109019,,http://tong.visitkorea.or.kr/cms/resource/89/3413089_image2_1.png,Type1,EX,EX07,EX070200,"문화역 서울 284는 한국 근현대사의 주요 무대이자 교통과 교류의 관문이었던 구 서울역사의 원형을 복원해 만든 복합문화공간이다. 문화·예술의 창작과 교류가 이루어지는 플랫폼으로서 전시, 공연, 워크숍 등 다채로운 프로그램을 진행하고 있다.
1900년 남대문정차장을 시작으로 경성역을 거쳐 서울역이 됐다가 2004년 구역사가 폐쇄되며 새로운 공간으로 변신했다. 건물 외관은 1925년 경성역을 복원해 재현한 것이다. 유럽 르네상스식의 이국적인 외관으로 붉은 벽돌, 화강암 바닥, 인조석을 붙인 벽, 박달나무 바닥으로 이루어져 있어 인기를 끌었다.

◎ 한류의 매력을 만나는 여행 정보 
드라마 <무인도의 디바> 속 목하(박은빈 분)가 꽃을 들고 기호(채종협 분)를 기다리던 곳이다. 옛 서울역사를 복원한 만큼, 드라마 <응답하라 1994>에서는 삼천포(김성균 분)가 상경한 장소로 등장한다.","<a href=""http://www.seoul284.org"" target=""_blank"" title=""문화역서울284 사이트로 이동"">http://www.seoul284.org</a><br>",11:00~19:00 (입장 마감 : 관람 종료 1시간 전),매주 월요일<br>※전시 기간 확인 후 방문 요망(전시 준비 기간 미운영),,
309302,12,미타사(성동),서울특별시 성동구 독서당로40길 21,,16,127.0171792585,37.5435714979,,http://tong.visitkorea.or.kr/cms/resource/39/3550539_image2_1.jpg,Type1,HS,HS03,HS030100,"옥수동에 자리한 미타사는 대한불교 조계종 조계사의 직할 사찰로 달맞이봉공원 아래 위치해 있다. 또, 두뭇개에 있으므로 두뭇개승방이라고도 한다. 888년 신라 진성여왕 2년에 창건된 미타사는 금호동 부근에 대원 비구니 스님의 원력으로 창건되었으며 1115년 봉적 두 비구니 스님이 현재의 옥수동으로 옮겨 극락전을 건립하고 아미타불을 모신 후 국사로부터 미타사라는 사명을 받았다. 미타사의 극락전과 관음전은 불심 깊은 조대비의 보시로 건립되었으며 극락전의 삼존불과 6개의 탱화, 관음전의 천수 탱화, 7층 석탑 등은 불교예술의 전통미를 함축하고 있다. 미타사는 역사를 이어오며 많은 비구니 스님이 운집하여 미타사 내에 각기 암자를 건립하게 되는데 현재는 대승암, 칠성각, 금보암, 금수암, 정수암, 관음암, 용운암의 7개 암자가 있는 서울 도심 속의 특별한 전통 사찰이다. 1988년 천불전과 미타유치원을 건립하여 지역주민과 불자들의 친행처와 지역 어린이 보육전당으로 운영하고 있다.",,상시 개방,연중무휴,,
309299,12,미타사(성북),서울특별시 성북구 보문사길 6-16 (보문동3가),,17,127.0163337157,37.5850249996,,http://tong.visitkorea.or.kr/cms/resource/62/3571662_image2_1.jpg,Type1,HS,HS03,HS030100,"보문사와 담장 하나 사이에 있으며, 탑골승방으로 잘 아려진 미타사는 여승들의 거처이다. 이 사찰은 950년에 혜거국사가 처음 창건하고 미타사라는 이름을 지었다고 전해진다. 1047년에는 석탑을 조성하여 탑골승방이라 하였다. 석탑은 대웅전 뒤 단하각 왼쪽 언덕 위에 위치해 있다. 이 절은 131년에 혜감국사에 의해 중건되었고, 조선시대에 들어와서는 단종비였던 정순왕후 송씨에 의해 중수되었다. 또 이곳에는 6층으로 된 오래된 석탑이 있는데, 위 3층과 아래 3층이 그 시대를 달리하고 있다. 아래 3층의 조성 시기를 고려 때로 보고 있다.",,09:00~18:00,연중무휴,,
605961,12,민영환 자결터,서울특별시 종로구 인사동5길 41 (공평동),,23,126.9841842397,37.5719065020,,http://tong.visitkorea.or.kr/cms/resource/62/3050162_image2_1.JPG,Type3,HS,HS01,HS011200,"민영환 자결터는 민영환이 을사늑약에 항거하다 자결하여 순국한 곳이다. 조선말의 충신 민영환은 을사늑약의 폐기를 궁궐 앞에서 주장하다가 일본 헌병의 강제해산으로 실패하자 1905년 11월 30일 새벽 6시에 청지기의 집에서 국민, 외교사절, 황제에게 보내는 유서 3통을 남기고 자결하였다. 순국 후 피 묻은 옷과 칼을 산청 마루방에 걸어두었는데 이듬해 5월 산청의 문을 열어보니 대나무 네 줄기가 마룻바닥과 피 묻은 옷을 뚫고 올라왔다고 한다. 사람들은 그의 충정이 혈죽으로 나타났다고 하여 이 나무를 절죽이라 하였다. 종로구 인사동 하나빌딩 앞 민영환의 자결터에 김충헌이 글씨를 쓰고 백문기가 조각한 추모 조형물이 세워져 있다. 이 조형물에는 그의 충정이 나타났다고 하는 혈죽을 상징하는 대나무와 창호문이 조각되어 있고 자결할 때 사용한 단검과 유서 등을 배치했다.","종로문화관광 <a href=""https://tour.jongno.go.kr/tour/tour/indvdlz/view.do?nttId=33964&menuNo=2350"" target=""_blank"" title=""새창 : 종로문화관광 홈페이지로 이동""> http://tour.jongno.go.kr</a>",상시 개방,연중무휴,,
2373326,12,반공 청년운동 순국 열사 기념비,서울특별시 중구 남산공원길 125-72,,24,126.9873511751,37.5522310680,,http://tong.visitkorea.or.kr/cms/resource/35/3064135_image2_1.JPG,Type3,HS,HS02,HS020100,반공청년운동 기념비 건립위원회가 반공청년운동을 전개하다 순국한 애국열사들의 넋을 기리고 그들의 호국정신을 길이 계승하고자 1968년 10월 9일 중구 예장동 산5-6에 건립한 기념비이다. ‘이 비석은 돌이 아니고 반공투사들의 심장입니다.’라는 문구가 비석에 새겨져 있다. 앞으로 살아갈 세월이 많았던 어린 애국열사 청년들이 짧은 일생을 영원한 조국에 바친 것에 대해 감사를 표하는 비석으로 의미가 있다. 기념비 주변에 남산 팔각정과 봉수대가 가까이에 있어서 함께 둘러보기 좋다.,"<a href=""http://mfis.mpva.go.kr/memorial/movementView.do?sid=35&memorialType=true&gubunCode=ALL&pageIndex=1&searchCondition=%EC%A0%9C%EB%AA%A9&searchKeyword=%EB%B0%98%EA%B3%B5%EC%B2%AD%EB%85%84%EC%9A%B4%EB%8F%99"" target=""_blank"" title=""새창 : 현충시설정보서비스 홈페이지로 이동"">http://mfis.mpva.go.kr</a>",상시 개방,연중무휴,,
2763871,12,방배배수지체육공원,서울특별시 서초구 남부순환로296길 4-9 (방배동),,15,117.9925662504,19.6944274800,,http://tong.visitkorea.or.kr/cms/resource/93/3467593_image2_1.jpg,Type3,VE,VE03,VE030500,"서울 서초구 사당역 방배래미안 아파트 건너편에 있는 방배체육공원은 앞으로는 매봉재산과 뒤로는 우면산을 사이에 두고 울창한 숲 속에 있는 30,353㎡ 규모의 체육공원이다. 방배체육공원으로도 불리며, 공원 전체가 금연/금주 구역이다. 인조 잔디가 깔린 축구장, 풋살구장, 실내 배드민턴 코트도 있으며 야간 조명시설도 갖췄다. 시설은 서울시 공공서비스예약(yeyak.seoul.go.kr) 사이트를 통해 예약, 이용할 수 있다. 여성축구교실, 유아축구교실, 서초홍명보어린이축구교실, 서초리틀야구단 프로그램이 운영되고 있다.","<a href=""https://www.seocho.go.kr/site/seocho/04/10405020600002015070703.jsp"" target=""_blank"" title=""새창 : 방배배수지체육공원 사이트로 이동"">https://www.seocho.go.kr/</a>","- 공원 상시 개방<br>
- 축구장, 풋살장 07:00~22:00",연중무휴,,
250166,12,방화대교,서울특별시 강서구 방화동로 61 (방화동),,4,126.8122361958,37.5660513299,,http://tong.visitkorea.or.kr/cms/resource/95/3566295_image2_1.jpg,Type1,VE,VE01,VE010300,"방화대교는 인천국제공항이 21세기 동북아시아 허브 공항의 역할을 수행할 수 있도록 건설된 한강대교 중 하나이다. 길이 2.6㎞로 한강 교량 중 가장 긴 도로교량이며, 국내 최초로 장경간 아치 트러스 구조로 설계, 시공된 한강의 27번째 교량으로 예술성과 기능성이 우수하다. 다리의 아치는 전통 사찰과 기와집 처마의 부드러운 이미지를 차용하여 개화산 봉우리, 덕양산 봉우리에 이어 인위적인 세 번째 봉우리가 되었다. 이륙하려는 듯한 거대한 항공기를 연상시키는 기하학적인 형상과 밤이면 한강 물결에 비치는 황홀한 야경이 보는 이로 하여금 감탄을 자아내게 한다. 다리의 조명이 켜지는 시간은 대략 저녁 일몰시부터 22:00분까지이므로 다리와 한국의 야경을 감상하며 드라이브를 즐기기에 시간적 여유가 있다. 야경도 아름답지만, 해 질 녘 방화대교 너머로 지는 태양이 방화대교의 아치와 어우러지는 모습은 절로 감탄이 나오는 절경이다.방화대교 자체가 서울의 외곽에 위치해 있어 답답한 도심에서 벗어나 여유로운 기분으로 자전거길이나 산책길을 즐길 수 있다.",,상시 개방,연중무휴,,
